loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
24000,60 months,13.99,558.32,C,C4,Pastor,8 years,RENT,82193,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,29.92,Aug-1999,15,0,14714,48.2,34,w,Individual,0,0
14400,60 months,19.48,377.36,E,E2,GS12,3 years,RENT,73320,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,17.02,Nov-2006,9,0,12105,96.8,19,w,Individual,0,0
8000,36 months,13.99,273.39,C,C4,District Manager,< 1 year,RENT,42000,Not Verified,Dec-2015,Fully Paid,other,,23.26,May-2006,8,0,4414,40.5,10,w,Individual,0,0
7000,36 months,13.99,239.21,C,C4,Outside Account Manager,2 years,RENT,83000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.96,Nov-2002,11,0,17866,83.1,28,w,Individual,0,0
20000,36 months,10.78,652.7,B,B4,Driver,< 1 year,OWN,55000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,36.94,Nov-2003,18,1,24365,43,32,w,Individual,0,0
25825,60 months,26.06,774.14,F,F5,Claims Rep,6 years,RENT,68000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,31.68,Jan-2002,18,0,20769,69.7,33,w,Individual,0,0
24575,60 months,22.45,685.04,F,F1,Service Delivery Manager,10+ years,MORTGAGE,92000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.16,Nov-1996,8,0,25225,79.3,27,w,Individual,3,0
3200,36 months,8.49,101.01,B,B1,Custodian,10+ years,RENT,30407,Not Verified,Dec-2015,Fully Paid,medical,Medical expenses,20.61,Feb-2000,5,0,1061,30.3,13,w,Individual,0,0
22875,60 months,15.77,553.49,D,D1,Athletic Director,10+ years,MORTGAGE,137000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,32.3,Jan-1957,22,0,44174,45.8,62,w,Individual,5,0
16000,60 months,14.85,379.39,C,C5,Billing Supervisor,10+ years,MORTGAGE,80000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,19.59,Jun-2005,14,0,11113,83.6,26,w,Individual,2,0
35000,36 months,13.44,1186.72,C,C3,Account executive,< 1 year,MORTGAGE,125000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.19,Jun-2006,15,0,47300,51.9,26,w,Individual,8,0
2400,36 months,17.27,85.89,D,D3,nurse,2 years,MORTGAGE,52000,Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,28.38,Jul-2001,16,1,7763,41.5,18,w,Individual,0,0
25000,36 months,7.49,777.55,A,A4,,,MORTGAGE,132000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.83,Aug-1974,14,0,33231,48,32,w,Individual,3,0
8800,36 months,12.88,296,C,C2,Desktop Support Anylist,2 years,RENT,55000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,35.52,Feb-2010,20,0,11331,37.5,29,w,Individual,0,0
2500,36 months,11.48,82.42,B,B5,,,RENT,16488,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,38.06,Nov-2005,12,0,2469,8.2,18,w,Individual,0,0
8000,36 months,5.32,240.92,A,A1,Sales Person,1 year,RENT,50000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.86,Nov-2002,21,0,6452,35.1,64,w,Individual,0,0
20000,36 months,11.99,664.2,C,C1,Professor,10+ years,MORTGAGE,78000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,27.1,Dec-1999,15,0,40405,48.2,37,w,Individual,6,0
35000,60 months,12.88,794.21,C,C2,Cosmetologist Manager,10+ years,MORTGAGE,110000,Source Verified,Dec-2015,Charged Off,major_purchase,Major purchase,13.39,Dec-1983,19,0,23315,47.2,32,w,Individual,2,0
15000,36 months,7.49,466.53,A,A4,,,MORTGAGE,45000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.67,Jan-1993,10,0,16173,43.5,20,w,Individual,2,0
16000,36 months,15.77,560.7,D,D1,President,1 year,MORTGAGE,70000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,8.78,Mar-2004,7,0,15986,76.1,25,w,Individual,1,0
10800,60 months,13.99,251.25,C,C4,Medical Support Assistant,3 years,RENT,40000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,26.13,Oct-1999,7,2,8192,71.2,14,w,Individual,0,2
7500,36 months,17.97,271.04,D,D4,Owner/Operator,10+ years,OWN,15000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,37.2,Aug-1998,8,1,7933,66.7,14,w,Individual,0,1
16000,36 months,10.78,522.16,B,B4,Bartender,5 years,RENT,63000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,35.19,Dec-2006,12,0,20672,46,22,w,Individual,0,0
9000,36 months,5.32,271.04,A,A1,Accounting senior,10+ years,MORTGAGE,49000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.63,Nov-1991,18,0,8775,11.7,29,w,Individual,0,0
9500,36 months,15.77,332.92,D,D1,maintenance,10+ years,RENT,28000,Not Verified,Dec-2015,Fully Paid,other,,27.95,Apr-2006,7,0,1844,55.9,14,w,Individual,0,0
10000,36 months,7.91,312.95,A,A5,Medical Coder/biller,2 years,OWN,25000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,29.91,Oct-2008,16,0,9053,22.9,30,w,Individual,0,0
6000,36 months,7.91,187.77,A,A5,Teacher,10+ years,MORTGAGE,49000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.92,Nov-2004,10,0,2212,4.4,16,w,Individual,1,0
15600,60 months,13.44,358.48,C,C3,Officer / Sheriff's office,10+ years,MORTGAGE,52000,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,15.37,Feb-1995,6,0,12329,69.3,13,w,Individual,3,0
35000,36 months,8.49,1104.71,B,B1,Paralegal,< 1 year,OWN,90000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.36,Oct-1991,11,0,15448,42.9,26,w,Individual,3,0
5000,36 months,11.48,164.84,B,B5,Financial Systems Analyst,9 years,MORTGAGE,78000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.21,Jun-1995,19,0,34764,54.3,21,w,Individual,1,0
20400,60 months,18.49,523.48,D,D5,Pilot,2 years,MORTGAGE,75000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,38.65,Sep-1983,22,0,24345,42.6,49,w,Individual,3,0
8000,36 months,17.97,289.1,D,D4,,,MORTGAGE,33130,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,11.52,May-1994,18,0,7610,27.4,26,w,Individual,1,0
16000,36 months,10.78,522.16,B,B4,Veterinarian,3 years,RENT,87500,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.74,Jan-2008,13,0,21151,83.9,17,w,Individual,0,0
18000,36 months,7.91,563.31,A,A5,Mechanic,10+ years,MORTGAGE,80000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,15.56,Nov-2002,5,0,20724,82.6,6,w,Individual,1,0
35000,36 months,9.17,1115.77,B,B2,Director,1 year,RENT,105000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.07,Jun-1995,11,0,92939,85,26,w,Individual,1,0
13150,36 months,5.32,396.01,A,A1,Paraprofessional,1 year,RENT,40000,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,20.25,May-2001,13,0,11221,20.1,17,w,Individual,0,0
5600,36 months,9.17,178.53,B,B2,Business Coordinator III,8 years,RENT,48000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,19.85,Jul-1995,8,0,12503,64.8,68,w,Individual,1,0
23000,36 months,9.8,739.99,B,B3,Feeder Driver,9 years,MORTGAGE,90247,Not Verified,Dec-2015,Fully Paid,credit_card,,17.09,May-2000,11,0,21039,41.3,25,w,Individual,2,0
12600,60 months,14.85,298.77,C,C5,VP of Operations,1 year,MORTGAGE,175000,Not Verified,Dec-2015,Fully Paid,credit_card,Debt consolidation,11.75,Aug-1989,14,1,16659,47.5,25,w,Individual,4,1
11000,36 months,16.59,389.94,D,D2,Teacher,8 years,MORTGAGE,55000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.85,Oct-2000,6,0,5739,61.1,14,w,Individual,3,0
4000,36 months,11.99,132.84,C,C1,Secreatary 1,3 years,RENT,41501,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.9,Nov-2005,8,0,8485,36.3,12,w,Individual,0,0
20000,60 months,13.44,459.58,C,C3,Administrative Manager,9 years,MORTGAGE,75000,Not Verified,Dec-2015,Current,debt_consolidation,,20.67,Feb-2004,16,0,18818,48.8,54,w,Joint App,1,0
20000,36 months,11.48,659.33,B,B5,General Manager,5 years,RENT,60000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.62,Dec-2000,10,0,29929,61.5,20,w,Individual,0,0
10000,36 months,9.17,318.79,B,B2,analyst,10+ years,MORTGAGE,59307,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,32.7,Oct-1996,17,0,24399,59.5,30,w,Individual,1,0
18850,36 months,21.48,714.83,E,E5,Social Worker,< 1 year,MORTGAGE,55000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,15.56,Jun-1997,11,0,6069,38.4,26,f,Individual,8,0
21000,60 months,11.99,467.03,C,C1,research scientist,10+ years,MORTGAGE,82000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.07,Sep-1989,18,0,27092,35,34,w,Individual,2,0
10500,36 months,8.49,331.42,B,B1,Strategic Account Manager,4 years,MORTGAGE,60000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.39,May-1998,13,1,10760,62.6,19,w,Individual,5,0
4575,36 months,17.27,163.73,D,D3,2nd pressman,5 years,RENT,56000,Not Verified,Dec-2015,Charged Off,house,Home buying,10.03,May-2001,12,0,2380,27,17,w,Individual,1,0
5000,36 months,11.48,164.84,B,B5,Direct Support Professional,1 year,RENT,17000,Source Verified,Dec-2015,Fully Paid,other,Other,27.9,Aug-2011,8,0,6378,44.3,11,w,Individual,0,0
8000,36 months,6.99,246.99,A,A3,,,MORTGAGE,45000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,15.15,Sep-2002,12,0,5890,23.7,26,f,Individual,1,0
5000,36 months,11.99,166.05,C,C1,Dental Assistant,1 year,RENT,30000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,9.16,Apr-2005,12,2,5426,28.3,15,w,Individual,0,0
9075,36 months,5.32,273.3,A,A1,Advanced Analyst,10+ years,MORTGAGE,40000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,8.39,Sep-1984,15,0,12854,16.3,26,w,Individual,3,0
24000,60 months,12.88,544.61,C,C2,Speech Language Pathologist,2 years,MORTGAGE,75181.21,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,31.57,Feb-2000,13,0,17497,44.4,37,w,Individual,4,0
12500,36 months,7.49,388.78,A,A4,manager,10+ years,RENT,52000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,6.83,Apr-2004,5,0,10009,80.7,7,w,Individual,0,0
19600,60 months,15.77,474.25,D,D1,Sales representative,8 years,MORTGAGE,80000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,18.99,Oct-2003,15,0,11038,81.1,26,w,Individual,2,0
35000,36 months,13.99,1196.05,C,C4,Truck driver,2 years,MORTGAGE,90000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.97,May-2012,5,0,2193,12.3,7,w,Individual,1,0
28000,60 months,8.49,574.33,B,B1,Client Service Manager,1 year,MORTGAGE,75000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.83,Jan-2004,16,0,18002,72,23,w,Individual,3,0
14000,60 months,15.77,338.75,D,D1,Business Systems Analyst,1 year,RENT,45500,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,19.24,Jun-1981,10,0,6297,25.9,12,w,Individual,0,0
16000,36 months,9.8,514.78,B,B3,,,MORTGAGE,99906,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,6.97,Jul-1993,10,1,12632,69.8,26,f,Individual,4,0
14000,36 months,5.32,421.61,A,A1,Senior Brand Manager,4 years,RENT,120000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,6.73,Nov-1999,13,0,15686,16.9,20,w,Individual,0,0
24000,36 months,8.49,757.51,B,B1,nutritionist,8 years,MORTGAGE,72000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.8,Aug-1997,16,0,20014,34.3,52,w,Individual,0,0
35000,36 months,13.99,1196.05,C,C4,RRT,6 years,OWN,75000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.19,Sep-2002,17,0,22755,69.6,32,w,Individual,1,0
14550,60 months,15.77,352.06,D,D1,Administrative Assistant,10+ years,MORTGAGE,70000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,34.44,Sep-1977,13,0,138287,83,27,w,Individual,5,0
8000,36 months,11.48,263.74,B,B5,Valued Associate,< 1 year,RENT,21610,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,31.06,Dec-2009,9,0,8898,48.4,10,w,Individual,0,0
32400,60 months,9.8,685.23,B,B3,Project Manager,10+ years,MORTGAGE,106284,Source Verified,Dec-2015,Current,credit_card,Credit card refinancing,24.11,Oct-1989,33,0,90930,52.8,38,w,Individual,2,0
3600,36 months,13.44,122.07,C,C3,Graduate Student,1 year,RENT,25000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,26.45,Jun-2007,23,0,4419,30.7,39,w,Individual,0,0
10500,36 months,13.99,358.82,C,C4,SW,10+ years,MORTGAGE,110000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,30.73,Jul-1998,19,0,28822,81.2,38,w,Individual,4,0
3000,36 months,11.48,98.9,B,B5,technician,10+ years,MORTGAGE,105000,Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,12.09,Jul-1994,11,0,5560,57.9,22,w,Individual,2,0
16000,36 months,14.85,553.48,C,C5,Nurse,2 years,RENT,43000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,17.11,Sep-2010,13,0,10130,51.2,16,f,Individual,0,0
8000,36 months,7.49,248.82,A,A4,Teacher,10+ years,MORTGAGE,57000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.01,Mar-2000,19,0,15916,41.1,31,w,Individual,2,0
19500,36 months,7.49,606.49,A,A4,Producer,< 1 year,RENT,85000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.74,Aug-2001,8,0,18662,70.7,20,w,Individual,0,0
2000,36 months,8.49,63.13,B,B1,Dean,8 years,MORTGAGE,140000,Source Verified,Dec-2015,Fully Paid,other,Other,6.78,Nov-1985,7,0,4110,6.8,16,w,Individual,2,0
16000,36 months,5.32,481.84,A,A1,Marketing manager,8 years,MORTGAGE,96000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.45,Sep-1990,23,0,21922,29.8,38,w,Individual,6,0
3500,36 months,10.78,114.23,B,B4,Account Manager,8 years,MORTGAGE,122400,Source Verified,Dec-2015,Fully Paid,vacation,Vacation,17.97,Mar-1997,16,3,27242,58.6,30,w,Individual,5,1
14000,60 months,9.17,291.78,B,B2,Tax Accountant,4 years,RENT,94000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,32.3,Mar-1993,11,0,91534,45.7,45,w,Individual,4,0
24000,36 months,11.48,791.2,B,B5,Senior Business Analyst,3 years,OWN,95000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,26.89,Oct-2008,9,0,18255,102,12,w,Individual,0,0
6000,36 months,5.32,180.69,A,A1,Director of Risk Management,2 years,OWN,120000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,3.98,Sep-2000,14,0,7763,19.4,21,w,Individual,0,0
24000,36 months,7.91,751.08,A,A5,Registered Nurse,9 years,MORTGAGE,100000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,26.83,May-1993,21,0,35994,56.4,39,w,Individual,1,0
14875,60 months,18.49,381.71,D,D5,Case Manager,3 years,RENT,37231,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,36.3,Jun-2000,24,1,4665,27.9,49,w,Individual,1,1
10000,36 months,11.99,332.1,C,C1,owner,7 years,RENT,45000,Not Verified,Dec-2015,Fully Paid,other,,37.55,Jun-1986,19,1,8339,24.4,40,w,Individual,2,1
15000,36 months,6.99,463.09,A,A3,Purchasing Manager,2 years,MORTGAGE,93000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.86,Oct-1993,8,0,14914,43.2,17,w,Individual,1,0
10000,36 months,5.32,301.15,A,A1,Science teacher,10+ years,RENT,68000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.61,Oct-1987,11,0,15206,46.6,32,w,Individual,5,0
18000,60 months,9.17,375.14,B,B2,Teacher,10+ years,OWN,97000,Not Verified,Dec-2015,Current,major_purchase,Major purchase,22.22,Nov-1998,13,0,21040,52.9,24,w,Individual,2,0
24000,60 months,19.48,628.93,E,E2,fsm,10+ years,RENT,97000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,7.23,Aug-1997,14,0,16424,52.5,38,w,Individual,1,0
23525,60 months,17.97,597,D,D4,Executive Assistant,5 years,MORTGAGE,70000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.33,May-1998,13,1,28738,90.9,22,w,Individual,2,0
12000,60 months,9.17,250.1,B,B2,Financial Planner,10+ years,OWN,68000,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,14.53,May-1999,20,0,34714,29.6,56,w,Individual,0,0
11000,36 months,10.78,358.99,B,B4,Physician,10+ years,RENT,297000,Verified,Dec-2015,Fully Paid,other,Other,12.69,Apr-1992,12,0,34746,61.9,33,w,Individual,7,0
24000,36 months,9.17,765.1,B,B2,Nurse Anestheti,2 years,MORTGAGE,210000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.16,Aug-2002,18,0,16417,65.1,35,w,Individual,1,0
15000,60 months,16.59,369.49,D,D2,Revenue Control Specialist,8 years,RENT,42900,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,36.98,Nov-2000,10,0,19015,75.2,32,w,Individual,0,0
16000,36 months,8.49,505.01,B,B1,Engineer,10+ years,MORTGAGE,140000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.68,Feb-2000,19,0,28430,77.3,25,w,Individual,2,0
15000,60 months,7.91,303.51,A,A5,Human Resources,5 years,RENT,90000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,17.07,Aug-2001,20,0,20125,62,25,w,Individual,0,0
5000,36 months,11.99,166.05,C,C1,RN,8 years,MORTGAGE,60000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,19.56,Mar-2009,13,0,15996,50.8,19,w,Individual,3,0
19100,60 months,10.78,413.19,B,B4,Administrator,10+ years,MORTGAGE,115000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,14.35,Mar-1999,8,0,18726,44.7,22,w,Individual,5,0
15000,36 months,10.78,489.52,B,B4,Sales Manager,3 years,OWN,85000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,10.14,Sep-2009,16,0,8768,44.7,21,w,Individual,0,0
30000,60 months,18.49,769.83,D,D5,Sales,2 years,MORTGAGE,85000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,35.93,Oct-2003,21,1,12381,49.9,49,w,Individual,2,1
15000,36 months,9.8,482.61,B,B3,maintenance,10+ years,RENT,60000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,25.56,Dec-1977,19,0,15448,25.5,53,w,Individual,3,0
3500,36 months,13.99,119.61,C,C4,electrical construction apprentice,10+ years,RENT,105000,Verified,Dec-2015,Fully Paid,other,Other,17.65,Jun-1986,9,0,22712,78.9,19,f,Individual,0,0
20000,36 months,9.17,637.58,B,B2,,2 years,RENT,130000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.77,Oct-2011,8,0,12187,36.5,13,w,Individual,0,0
10000,60 months,13.44,229.79,C,C3,Mechanic,7 years,RENT,30160,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,29.45,Oct-2009,5,0,10477,95.2,5,w,Individual,0,0
35000,60 months,18.49,898.13,D,D5,IT Supervisor,9 years,MORTGAGE,132500,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.48,Jul-2003,16,0,27946,83.9,25,w,Individual,5,0
16000,60 months,14.85,379.39,C,C5,District Sales Leader,10+ years,RENT,90000,Not Verified,Dec-2015,Late (31-120 days),credit_card,Credit card refinancing,16.65,May-2002,13,1,10159,51.8,20,w,Individual,0,1
2000,36 months,11.99,66.42,C,C1,Financial Manager,10+ years,MORTGAGE,180000,Not Verified,Dec-2015,Fully Paid,other,Other,12.66,May-1984,10,0,4016,75.8,32,w,Individual,3,0
12000,36 months,9.8,386.09,B,B3,Certified Lead Samsung Experience Consul,2 years,RENT,39500,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,25.43,Aug-2003,9,0,9332,65.7,10,w,Individual,0,0
8000,36 months,6.99,246.99,A,A3,Registered Nurse,1 year,MORTGAGE,80000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,18.92,Apr-2004,17,0,5387,36.2,25,w,Individual,2,0
10000,36 months,9.8,321.74,B,B3,Quality Assurance Wings,10+ years,MORTGAGE,92000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,10.55,Aug-1996,8,0,9560,54.6,27,w,Individual,5,0
25000,60 months,7.91,505.84,A,A5,Executive Admin,10+ years,RENT,76500,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,15.65,Jan-2002,8,0,33834,62.5,21,w,Individual,3,0
35000,36 months,13.99,1196.05,C,C4,Executive Director,10+ years,RENT,100000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.43,Jan-1986,12,0,31610,80.6,22,w,Individual,5,0
25600,60 months,7.91,517.98,A,A5,Lawyer,3 years,OWN,150000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.88,Feb-2005,10,0,15837,31.9,39,w,Individual,2,0
4325,36 months,11.99,143.64,C,C1,Account manager,10+ years,OWN,90000,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,16.96,Aug-1997,17,1,15676,37.8,23,w,Individual,3,1
6000,36 months,6.99,185.24,A,A3,Teacher,10+ years,OWN,48000,Not Verified,Dec-2015,Fully Paid,credit_card,,33.78,Apr-1983,18,0,7204,26.6,30,w,Individual,0,0
18200,60 months,15.77,440.37,D,D1,Accounting Supervisor,8 years,RENT,65000,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,29.28,Feb-2004,27,1,7411,59.8,38,w,Individual,2,1
